Index,Address,Match,Exact,Address_2,Coords,Coords_2,Coords_3,Coords_4,Coords_5,Coords_6,Coords_7,Lon,Lat,Analysis (Copper),Analysis (Lead),City,Copper (ppb),Date Submitted,Lead (ppb),Sample Number,Street #,Street Name,Zip Code
8129,"5513 EDWARDS AVE, FLINT, MI, 48505",Match,Exact,"5513 EDWARDS AVE, FLINT, MI, 48505","-83.715096,43.063515",69563910.0,L,26.0,49.0,300.0,3006.0,-83.715096,43.063515,Copper,Lead,FLINT,0.0,2016-03-24 13:17:42,0.0,LG27916,5513,EDWARDS AVE,48505
8145,"2465  EGLESTON AVE, FLINT, MI, 48509",Match,Exact,"2465 EGLESTON AVE, FLINT, MI, 48509","-83.6137,43.046753",69571021.0,L,26.0,49.0,11502.0,1000.0,-83.6137,43.046753,Copper,Lead,BURTON,160.0,2016-03-04 12:30:51,0.0,LG20429,2465 ,EGLESTON AVE,48509
9476,"3900 HAMMERBERG 104, FLINT, MI, 48507",Match,Non_Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,100.0,2016-05-31 13:01:17,0.0,LG48303,3900,HAMMERBERG 104,48507
8146,"3042  EGLESTON AVE, FLINT, MI, 48506",Match,Exact,"3042 EGLESTON AVE, FLINT, MI, 48506","-83.61373,43.048748",69571018.0,R,26.0,49.0,12008.0,2010.0,-83.61373,43.048748,Copper,Lead,FLINT,360.0,2016-01-27 13:57:01,0.0,LG05177,3042 ,EGLESTON AVE,48506
8143,"151  EDWIN AVE, FLINT, MI, 48505",Match,Exact,"151 EDWIN AVE, FLINT, MI, 48505","-83.70354,43.05251",69566800.0,L,26.0,49.0,800.0,2009.0,-83.70354,43.05251,Copper,Lead,FLINT,0.0,2016-02-12 13:18:41,1.0,LG12928,151 ,EDWIN AVE,48505
9474,"713 HALL ST APT #3, FLINT, MI, 48503",Match,Exact,"713 HALL ST, FLINT, MI, 48503","-83.69759,43.009834",69567973.0,L,26.0,49.0,2800.0,3014.0,-83.69759,43.009834,Copper,Lead,FLINT,0.0,2016-05-10 12:45:47,0.0,LG43614,713,HALL ST APT #3,48503
8144,"151 EDWIN AVE, FLINT, MI, 48505",Match,Exact,"151 EDWIN AVE, FLINT, MI, 48505","-83.70354,43.05251",69566800.0,L,26.0,49.0,800.0,2009.0,-83.70354,43.05251,Copper,Lead,FLINT,0.0,2016-04-13 12:37:41,1.0,LG35464,151,EDWIN AVE,48505
9475,"717  HALL ST APT 1 LOWER TWR, FLINT, MI, 48503",Match,Exact,"717 HALL ST, FLINT, MI, 48503","-83.69757,43.00981",69567973.0,L,26.0,49.0,2800.0,3014.0,-83.69757,43.00981,Copper,Lead,FLINT,0.0,2016-02-20 12:19:56,1.0,LG16154,717 ,HALL ST APT 1 LOWER TWR,48503
8149,"1165  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1165 ELDORADO DR, FLINT, MI, 48504","-83.74155,43.02816",69564174.0,L,26.0,49.0,1300.0,1008.0,-83.74155,43.02816,Copper,Lead,FLINT,160.0,2016-02-20 12:20:56,0.0,LG16211,1165 ,ELDORADO DR,48504
8147,"3061  EGLESTON AVE, FLINT, MI, 48506",Match,Exact,"3061 EGLESTON AVE, FLINT, MI, 48506","-83.61377,43.04947",69571014.0,L,26.0,49.0,12008.0,2011.0,-83.61377,43.04947,Copper,Lead,FLINT,0.0,2016-01-22 12:56:11,0.0,LG02526,3061 ,EGLESTON AVE,48506
9478,"3383  HAMMERBERG RD, FLINT, MI, 48507",Match,Exact,"3383 HAMMERBERG RD, FLINT, MI, 48507","-83.703865,42.97767",69574942.0,L,26.0,49.0,11010.0,3015.0,-83.703865,42.97767,Copper,Lead,FLINT,50.0,2016-01-26 13:46:18,0.0,LG04490,3383 ,HAMMERBERG RD,48507
8148,"1301 ELDON BAKER DR, FLINT, MI, 48507",Match,Exact,"1301 ELDON BAKER DR, FLINT, MI, 48507","-83.6549,42.993202",69576936.0,L,26.0,49.0,3300.0,2000.0,-83.6549,42.993202,Copper,Lead,FLINT,80.0,2016-03-19 11:54:12,0.0,LG25441,1301,ELDON BAKER DR,48507
9473,"713 HALL ST #3, FLINT, MI, 48503",Match,Exact,"713 HALL ST, FLINT, MI, 48503","-83.69759,43.009834",69567973.0,L,26.0,49.0,2800.0,3014.0,-83.69759,43.009834,Copper,Lead,FLINT,0.0,2016-05-10 12:45:52,0.0,LG43619,713,HALL ST #3,48503
8140,"134 EDWIN AVE, FLINT, MI, 48505",Match,Exact,"134 EDWIN AVE, FLINT, MI, 48505","-83.70386,43.052494",69566800.0,R,26.0,49.0,800.0,2010.0,-83.70386,43.052494,Copper,Lead,FLINT,0.0,2016-03-16 09:30:05,3.0,LG24230,134,EDWIN AVE,48505
8156,"1222 ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1222 ELDORADO DR, FLINT, MI, 48504","-83.7409,43.028828",645852392.0,R,26.0,49.0,1300.0,1009.0,-83.7409,43.028828,Copper,Lead,FLINT,0.0,2016-06-14 13:04:30,0.0,LG52329,1222,ELDORADO DR,48504
9487,"3900 HAMMERBERG RD, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,290.0,2016-03-25 12:08:05,0.0,LG28173,3900,HAMMERBERG RD,48507
8157,"1225  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1225 ELDORADO DR, FLINT, MI, 48504","-83.7402,43.029564",645852393.0,L,26.0,49.0,1300.0,1008.0,-83.7402,43.029564,Copper,Lead,FLINT,0.0,2016-01-21 13:33:06,0.0,LG01184,1225 ,ELDORADO DR,48504
8155,"1222  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1222 ELDORADO DR, FLINT, MI, 48504","-83.7409,43.028828",645852392.0,R,26.0,49.0,1300.0,1009.0,-83.7409,43.028828,Copper,Lead,FLINT,80.0,2016-01-30 12:31:22,1.0,LG06369,1222 ,ELDORADO DR,48504
8158,"1306 ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1306 ELDORADO DR, FLINT, MI, 48504","-83.73974,43.030033",640448989.0,R,26.0,49.0,1300.0,1004.0,-83.73974,43.030033,Copper,Lead,FLINT,420.0,2016-03-23 11:30:07,15.0,LG27447,1306,ELDORADO DR,48504
8159,"1313  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1313 ELDORADO DR, FLINT, MI, 48504","-83.73924,43.030518",69604446.0,L,26.0,49.0,10812.0,2029.0,-83.73924,43.030518,Copper,Lead,FLINT,0.0,2016-01-31 13:05:15,0.0,LG06576,1313 ,ELDORADO DR,48504
9480,"3414 HAMMERBERG RD, FLINT, MI, 48507",Match,Exact,"3414 HAMMERBERG RD, FLINT, MI, 48507","-83.70399,42.977013",69574942.0,R,26.0,49.0,11010.0,3022.0,-83.70399,42.977013,Copper,Lead,FLINT,0.0,2016-03-30 12:31:50,0.0,LG30251,3414,HAMMERBERG RD,48507
8152,"1209  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1209 ELDORADO DR, FLINT, MI, 48504","-83.74074,43.029007",645852392.0,L,26.0,49.0,1300.0,1008.0,-83.74074,43.029007,Copper,Lead,FLINT,90.0,2016-01-27 13:10:04,0.0,LG05004,1209 ,ELDORADO DR,48504
8153,"1214  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1214 ELDORADO DR, FLINT, MI, 48504","-83.74096,43.02876",645852392.0,R,26.0,49.0,1300.0,1009.0,-83.74096,43.02876,Copper,Lead,FLINT,230.0,2016-02-10 14:13:43,6.0,LG11858,1214 ,ELDORADO DR,48504
8150,"1201  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1201 ELDORADO DR, FLINT, MI, 48504","-83.74109,43.028652",645852392.0,L,26.0,49.0,1300.0,1008.0,-83.74109,43.028652,Copper,Lead,FLINT,60.0,2016-02-04 13:46:56,3.0,LG09474,1201 ,ELDORADO DR,48504
9481,"3460  HAMMERBERG RD, FLINT, MI, 48507",Match,Exact,"3460 HAMMERBERG RD, FLINT, MI, 48507","-83.70462,42.975914",69574941.0,R,26.0,49.0,11010.0,3016.0,-83.70462,42.975914,Copper,Lead,FLINT TWP,90.0,2016-02-11 13:20:08,0.0,LG12324,3460 ,HAMMERBERG RD,48507
8151,"1205  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1205 ELDORADO DR, FLINT, MI, 48504","-83.74091,43.02883",645852392.0,L,26.0,49.0,1300.0,1008.0,-83.74091,43.02883,Copper,Lead,FLINT,100.0,2016-02-12 13:18:58,0.0,LG12938,1205 ,ELDORADO DR,48504
9482,"3900  HAMMERBERG RD, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,80.0,2016-01-27 13:06:50,0.0,LG04901,3900 ,HAMMERBERG RD,48507
8167,"1417  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1417 ELDORADO DR, FLINT, MI, 48504","-83.73773,43.0311",69587741.0,L,26.0,49.0,1300.0,1003.0,-83.73773,43.0311,Copper,Lead,FLINT,0.0,2016-02-01 13:31:32,4.0,LG06981,1417 ,ELDORADO DR,48504
9498,"3900  HAMMERBERG RD #100, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,0.0,2016-01-27 13:57:50,0.0,LG05215,3900 ,HAMMERBERG RD #100,48507
8168,"1422  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1422 ELDORADO DR, FLINT, MI, 48504","-83.73761,43.03112",69587741.0,R,26.0,49.0,1300.0,1002.0,-83.73761,43.03112,Copper,Lead,FLINT,100.0,2016-01-28 13:05:53,0.0,LG05565,1422 ,ELDORADO DR,48504
9499,"3900  HAMMERBERG RD #101, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,120.0,2016-01-27 13:57:54,0.0,LG05218,3900 ,HAMMERBERG RD #101,48507
8165,"1401 ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1401 ELDORADO DR, FLINT, MI, 48504","-83.73804,43.031017",69587741.0,L,26.0,49.0,1300.0,1003.0,-83.73804,43.031017,Copper,Lead,FLINT,0.0,2016-04-22 13:27:43,0.0,LG38205,1401,ELDORADO DR,48504
9496,"3900  HAMMERBERG RD - APT 329, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,140.0,2016-02-08 13:05:07,0.0,LG10669,3900 ,HAMMERBERG RD - APT 329,48507
8166,"1410  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1410 ELDORADO DR, FLINT, MI, 48504","-83.73784,43.03106",69587741.0,R,26.0,49.0,1300.0,1002.0,-83.73784,43.03106,Copper,Lead,FLINT,160.0,2016-02-08 13:06:22,1.0,LG10724,1410 ,ELDORADO DR,48504
9497,"3900  HAMMERBERG RD # 214, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,0.0,2016-02-17 13:30:54,0.0,LG14656,3900 ,HAMMERBERG RD # 214,48507
8169,"1433  ELDORADO DR, FLINT, MI, ",Match,Exact,"1433 ELDORADO DR, FLINT, MI, 48504","-83.73743,43.031185",69587741.0,L,26.0,49.0,1300.0,1003.0,-83.73743,43.031185,Copper,Lead,,50.0,2016-01-15 11:02:48,0.0,LF99990,1433 ,ELDORADO DR,
8160,"1317  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1317 ELDORADO DR, FLINT, MI, 48504","-83.73911,43.03061",69604446.0,L,26.0,49.0,10812.0,2029.0,-83.73911,43.03061,Copper,Lead,FLINT,130.0,2016-02-05 13:09:24,0.0,LG09861,1317 ,ELDORADO DR,48504
8163,"1325  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1325 ELDORADO DR, FLINT, MI, 48504","-83.73884,43.030746",69610784.0,L,26.0,49.0,10812.0,2029.0,-83.73884,43.030746,Copper,Lead,FLINT,0.0,2016-02-12 13:04:02,1.0,LG12623,1325 ,ELDORADO DR,48504
9494,"3900  HAMMERBERG RD  APT # 223, FLINT, MI, 48507",Match,Exact,"3900 HAMMERBERG RD, FLINT, MI, 48507","-83.70318,42.987415",69574565.0,R,26.0,49.0,13500.0,4002.0,-83.70318,42.987415,Copper,Lead,FLINT,60.0,2016-02-17 14:22:31,0.0,LG14962,3900 ,HAMMERBERG RD  APT # 223,48507
8164,"1326  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1326 ELDORADO DR, FLINT, MI, 48504","-83.738754,43.030766",69612062.0,R,26.0,49.0,1300.0,1004.0,-83.738754,43.030766,Copper,Lead,FLINT,0.0,2016-01-21 16:13:12,0.0,LG02036,1326 ,ELDORADO DR,48504
8161,"1320  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1320 ELDORADO DR, FLINT, MI, 48504","-83.73929,43.03046",69604446.0,R,26.0,49.0,1300.0,1004.0,-83.73929,43.03046,Copper,Lead,FLINT,0.0,2016-02-01 13:30:23,0.0,LG06940,1320 ,ELDORADO DR,48504
9493,"4020  HAMMERBERG RD, FLINT, MI, 48507",Match,Exact,"4020 HAMMERBERG RD, FLINT, MI, 48507","-83.70317,42.986343",69574567.0,R,26.0,49.0,13500.0,4002.0,-83.70317,42.986343,Copper,Lead,FLINT,90.0,2016-01-29 13:11:23,1.0,LG06215,4020 ,HAMMERBERG RD,48507
8178,"1426  ELDORADO DR F, FLINT, MI, ",Match,Exact,"1426 ELDORADO DR, FLINT, MI, 48504","-83.73753,43.031143",69587741.0,R,26.0,49.0,1300.0,1002.0,-83.73753,43.031143,Copper,Lead,FLINT,0.0,2016-02-02 13:31:01,2.0,LG07840,1426 ,ELDORADO DR F,
8179,"5096  ELDRED ST, FLINT, MI, 48504",Match,Exact,"5096 ELDRED ST, FLINT, MI, 48504","-83.74262,43.0782",69563395.0,R,26.0,49.0,10504.0,3015.0,-83.74262,43.0782,Copper,Lead,FLINT,0.0,2016-03-01 13:03:11,0.0,LG19147,5096 ,ELDRED ST,48504
8170,"1433  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1433 ELDORADO DR, FLINT, MI, 48504","-83.73743,43.031185",69587741.0,L,26.0,49.0,1300.0,1003.0,-83.73743,43.031185,Copper,Lead,FLINT,0.0,2016-02-24 08:02:30,0.0,LG17491,1433 ,ELDORADO DR,48504
8175,"1434  ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1434 ELDORADO DR, FLINT, MI, 48504","-83.73738,43.031185",69587741.0,R,26.0,49.0,1300.0,1002.0,-83.73738,43.031185,Copper,Lead,FLINT,220.0,2016-02-06 11:42:54,0.0,LG10220,1434 ,ELDORADO DR,48504
8172,"1433 ELDORADO DR, FLINT, MI, 48504",Match,Exact,"1433 ELDORADO DR, FLINT, MI, 48504","-83.73743,43.031185",69587741.0,L,26.0,49.0,1300.0,1003.0,-83.73743,43.031185,Copper,Lead,FLINT,290.0,2016-03-16 08:17:08,0.0,LG23937,1433,ELDORADO DR,48504
8189,"6705 ELMRIDGE DR, FLINT, MI, 48505",Match,Exact,"6705 ELMRIDGE DR, FLINT, MI, 48505","-83.66913,43.07214",69566675.0,L,26.0,49.0,1800.0,1006.0,-83.66913,43.07214,Copper,Lead,FLINT,60.0,2016-06-23 13:09:17,0.0,LG55294,6705,ELMRIDGE DR,48505
8187,"6626  ELMRIDGE DR, FLINT, MI, 48505",Match,Exact,"6626 ELMRIDGE DR, FLINT, MI, 48505","-83.66912,43.071625",69566675.0,R,26.0,49.0,1800.0,1007.0,-83.66912,43.071625,Copper,Lead,FLINT,0.0,2015-11-18 14:32:31,1.0,LF92703,6626 ,ELMRIDGE DR,48505
8181,"2350  ELLA DR, FLINT, MI, 48504",Match,Exact,"2350 ELLA DR, FLINT, MI, 48504","-83.736595,43.038845",638543678.0,R,26.0,49.0,10812.0,2032.0,-83.736595,43.038845,Copper,Lead,FLINT,0.0,2016-01-25 12:59:58,0.0,LG03518,2350 ,ELLA DR,48504
8182,"407  ELM ST, FLINT, MI, 48433",Match,Non_Exact,"407 ELM ST, FLUSHING, MI, 48433","-83.85062,43.064274",69561147.0,L,26.0,49.0,10603.0,4013.0,-83.85062,43.064274,Copper,Lead,FLUSHING,0.0,2016-02-02 13:25:30,0.0,LG07653,407 ,ELM ST,48433
8180,"5171  ELDRED ST, FLINT, MI, 48504",Match,Exact,"5171 ELDRED ST, FLINT, MI, 48504","-83.74266,43.080063",69563389.0,L,26.0,49.0,10504.0,3006.0,-83.74266,43.080063,Copper,Lead,FLINT,0.0,2016-02-05 13:05:43,0.0,LG09744,5171 ,ELDRED ST,48504
8185,"6609  ELMRIDGE DR, FLINT, MI, 48505",Match,Exact,"6609 ELMRIDGE DR, FLINT, MI, 48505","-83.66914,43.071507",69566675.0,L,26.0,49.0,1800.0,1006.0,-83.66914,43.071507,Copper,Lead,FLINT,0.0,2016-02-23 13:13:22,0.0,LG17105,6609 ,ELMRIDGE DR,48505
8186,"6622  ELMRIDGE DR, FLINT, MI, ",Match,Exact,"6622 ELMRIDGE DR, FLINT, MI, 48505","-83.66913,43.071598",69566675.0,R,26.0,49.0,1800.0,1007.0,-83.66913,43.071598,Copper,Lead,FLINT,0.0,2015-11-18 14:32:30,0.0,LF92702,6622 ,ELMRIDGE DR,
8183,"6509 ELMRIDGE DR, FLINT, MI, 48505",Match,Exact,"6509 ELMRIDGE DR, FLINT, MI, 48505","-83.668816,43.070915",69566675.0,L,26.0,49.0,1800.0,1006.0,-83.668816,43.070915,Copper,Lead,FLINT,0.0,2016-05-03 13:31:06,0.0,LG42112,6509,ELMRIDGE DR,48505
8184,"6605  ELMRIDGE DR, FLINT, MI, 48505",Match,Exact,"6605 ELMRIDGE DR, FLINT, MI, 48505","-83.66914,43.07148",69566675.0,L,26.0,49.0,1800.0,1006.0,-83.66914,43.07148,Copper,Lead,FLINT,80.0,2016-02-23 13:11:57,21.0,LG17099,6605 ,ELMRIDGE DR,48505
5905,"937 E 7TH ST, FLINT, MI, 48503",Match,Non_Exact,"937 E 7TH ST, FLINT, MI, 48503","-83.6758,43.01491",69569022.0,L,26.0,49.0,2900.0,2000.0,-83.6758,43.01491,Copper,Lead,FLINT,60.0,2016-03-11 12:09:06,35.0,LG22430,937,E 7TH ST,48503
5909,"1000 E 7TH ST, FLINT, MI, 48503",Match,Non_Exact,"1000 E 7TH ST, FLINT, MI, 48503","-83.675415,43.01511",69569022.0,R,26.0,49.0,2900.0,2000.0,-83.675415,43.01511,Copper,Lead,FLINT,0.0,2016-03-21 11:56:36,18.0,LG26518,1000,E 7TH ST,48503
5900,"915  E 7TH ST, FLINT, MI, 48503",Match,Non_Exact,"915 E 7TH ST, FLINT, MI, 48503","-83.67593,43.01484",69569022.0,L,26.0,49.0,2900.0,2000.0,-83.67593,43.01484,Copper,Lead,FLINT,60.0,2016-01-23 11:59:17,13.0,LG02773,915 ,E 7TH ST,48503
5901,"925  E 7TH ST, FLINT, MI, ",Match,Exact,"925 E 7TH ST, FLINT, MI, 48503","-83.67587,43.01487",69569022.0,L,26.0,49.0,2900.0,2000.0,-83.67587,43.01487,Copper,Lead,FLINT,0.0,2016-01-30 12:28:57,2.0,LG06285,925 ,E 7TH ST,
5902,"929  E 7TH ST, FLINT, MI, 48503",Match,Non_Exact,"929 E 7TH ST, FLINT, MI, 48503","-83.67584,43.014885",69569022.0,L,26.0,49.0,2900.0,2000.0,-83.67584,43.014885,Copper,Lead,FLINT,0.0,2016-02-10 14:30:27,1.0,LG11981,929 ,E 7TH ST,48503
5903,"937  E 7TH ST, FLINT, MI, 48503",Match,Non_Exact,"937 E 7TH ST, FLINT, MI, 48503","-83.6758,43.01491",69569022.0,L,26.0,49.0,2900.0,2000.0,-83.6758,43.01491,Copper,Lead,FLINT,0.0,2016-01-23 11:57:29,0.0,LG02722,937 ,E 7TH ST,48503
8198,"3318 EMERSON ST, FLINT, MI, 48504",Match,Exact,"3318 EMERSON ST, FLINT, MI, 48504","-83.73259,43.036343",69564516.0,R,26.0,49.0,1200.0,2000.0,-83.73259,43.036343,Copper,Lead,FLINT,70.0,2016-04-18 16:11:41,2.0,LG37073,3318,EMERSON ST,48504
8199,"3322  EMERSON ST, FLINT, MI, 48504",Match,Exact,"3322 EMERSON ST, FLINT, MI, 48504","-83.73262,43.036354",69564516.0,R,26.0,49.0,1200.0,2000.0,-83.73262,43.036354,Copper,Lead,FLINT,0.0,2016-01-21 13:42:34,0.0,LG01490,3322 ,EMERSON ST,48504
8192,"3124  EMERSON ST, FLINT, MI, 48504",Match,Exact,"3124 EMERSON ST, FLINT, MI, 48504","-83.73072,43.035313",69564596.0,R,26.0,49.0,1200.0,2001.0,-83.73072,43.035313,Copper,Lead,FLINT,250.0,2016-02-09 14:09:24,9.0,LG11426,3124 ,EMERSON ST,48504
8190,"2454 ELMWOOD DR, FLINT, MI, 48504",Match,Exact,"2454 ELMWOOD DR, FLINT, MI, 48504","-83.74575,43.043896",69564003.0,L,26.0,49.0,10812.0,1006.0,-83.74575,43.043896,Copper,Lead,FLINT,110.0,2016-03-12 12:20:38,0.0,LG22696,2454,ELMWOOD DR,48504
8191,"2481  ELMWOOD DR, FLINT, MI, 48504",Match,Exact,"2481 ELMWOOD DR, FLINT, MI, 48504","-83.74575,43.044464",69564003.0,R,26.0,49.0,10812.0,1009.0,-83.74575,43.044464,Copper,Lead,FLINT,0.0,2016-01-30 12:29:37,0.0,LG06324,2481 ,ELMWOOD DR,48504
8196,"3306 EMERSON ST, FLINT, MI, 48504",Match,Exact,"3306 EMERSON ST, FLINT, MI, 48504","-83.73248,43.036312",69564516.0,R,26.0,49.0,1200.0,2000.0,-83.73248,43.036312,Copper,Lead,FLINT,0.0,2016-03-07 12:18:22,0.0,LG20947,3306,EMERSON ST,48504
8197,"3310  EMERSON ST, FLINT, MI, 48540",Match,Non_Exact,"3310 EMERSON ST, FLINT, MI, 48504","-83.73252,43.036324",69564516.0,R,26.0,49.0,1200.0,2000.0,-83.73252,43.036324,Copper,Lead,FLINT,260.0,2016-02-24 13:30:28,0.0,LG18025,3310 ,EMERSON ST,48540
8194,"3218 EMERSON ST, FLINT, MI, 48504",Match,Exact,"3218 EMERSON ST, FLINT, MI, 48504","-83.731804,43.03602",69564516.0,R,26.0,49.0,1200.0,2000.0,-83.731804,43.03602,Copper,Lead,FLINT,0.0,2016-03-11 12:54:43,0.0,LG22644,3218,EMERSON ST,48504
8195,"3228 EMERSON ST, FLINT, MI, 48504",Match,Exact,"3228 EMERSON ST, FLINT, MI, 48504","-83.73187,43.036064",69564516.0,R,26.0,49.0,1200.0,2000.0,-83.73187,43.036064,Copper,Lead,FLINT,0.0,2016-03-20 12:23:36,0.0,LG26352,3228,EMERSON ST,48504
5915,"902  E 8TH ST, FLINT, MI, 48503",Match,Non_Exact,"902 E 8TH ST, FLINT, MI, 48503","-83.67538,43.014214",69569047.0,R,26.0,49.0,2900.0,2000.0,-83.67538,43.014214,Copper,Lead,FLINT,50.0,2016-01-31 13:05:11,0.0,LG06572,902 ,E 8TH ST,48503
5916,"915  E 8TH ST, FLINT, MI, 48503",Match,Non_Exact,"915 E 8TH ST, FLINT, MI, 48503","-83.67526,43.014286",69569047.0,L,26.0,49.0,2900.0,2000.0,-83.67526,43.014286,Copper,Lead,FLINT,50.0,2016-01-22 12:34:35,1.0,LG02308,915 ,E 8TH ST,48503
5917,"925 E 8TH ST, FLINT, MI, 48503",Match,Non_Exact,"925 E 8TH ST, FLINT, MI, 48503","-83.67516,43.01434",69569047.0,L,26.0,49.0,2900.0,2000.0,-83.67516,43.01434,Copper,Lead,FLINT,0.0,2016-03-11 12:09:04,4.0,LG22428,925,E 8TH ST,48503
5919,"931 E 8TH ST, FLINT, MI, 48503",Match,Non_Exact,"931 E 8TH ST, FLINT, MI, 48503","-83.6751,43.014374",69569047.0,L,26.0,49.0,2900.0,2000.0,-83.6751,43.014374,Copper,Lead,FLINT,0.0,2016-04-13 12:33:10,3.0,LG35412,931,E 8TH ST,48503
5910,"918  E 7TH ST UNIT 1, FLINT, MI, 48503",Match,Non_Exact,"918 E 7TH ST, FLINT, MI, 48503","-83.675896,43.014843",69569022.0,R,26.0,49.0,2900.0,2000.0,-83.675896,43.014843,Copper,Lead,FLINT,0.0,2016-02-08 13:09:42,56.0,LG10834,918 ,E 7TH ST UNIT 1,48503
5926,"837 E 9TH ST, FLINT, MI, 48503",Match,Exact,"837 E 9TH ST, FLINT, MI, 48503","-83.676056,43.01286",69569049.0,L,26.0,49.0,2900.0,2002.0,-83.676056,43.01286,Copper,Lead,FLINT,160.0,2016-04-01 12:04:22,4.0,LG31019,837,E 9TH ST,48503
5927,"905  E 9TH ST, FLINT, MI, 48503",Match,Exact,"905 E 9TH ST, FLINT, MI, 48503","-83.674736,43.013622",69569051.0,L,26.0,49.0,2900.0,2000.0,-83.674736,43.013622,Copper,Lead,FLINT,0.0,2016-02-04 13:14:22,2.0,LG09136,905 ,E 9TH ST,48503
5928,"909  E 9TH ST, FLINT, MI, 48503",Match,Exact,"909 E 9TH ST, FLINT, MI, 48503","-83.67469,43.01365",69569051.0,L,26.0,49.0,2900.0,2000.0,-83.67469,43.01365,Copper,Lead,FLINT,160.0,2016-02-12 13:05:08,3.0,LG12681,909 ,E 9TH ST,48503
5929,"914  E 9TH ST, FLINT, MI, 48503",Match,Exact,"914 E 9TH ST, FLINT, MI, 48503","-83.674614,43.013683",69569051.0,R,26.0,49.0,2900.0,2000.0,-83.674614,43.013683,Copper,Lead,FLINT,0.0,2016-02-01 13:31:55,4.0,LG06996,914 ,E 9TH ST,48503
5920,"809 E 9TH ST, FLINT, MI, 48503",Match,Exact,"809 E 9TH ST, FLINT, MI, 48503","-83.67654,43.01259",69569049.0,L,26.0,49.0,2900.0,2002.0,-83.67654,43.01259,Copper,Lead,FLINT,0.0,2016-03-23 11:29:52,0.0,LG27433,809,E 9TH ST,48503
5922,"826  E 9TH ST, FLINT, MI, 48503",Match,Exact,"826 E 9TH ST, FLINT, MI, 48503","-83.676216,43.012753",69569049.0,R,26.0,49.0,2900.0,2001.0,-83.676216,43.012753,Copper,Lead,FLINT,100.0,2016-02-14 12:02:04,3.0,LG13276,826 ,E 9TH ST,48503
5925,"826 E 9TH ST, FLINT, MI, 48503",Match,Exact,"826 E 9TH ST, FLINT, MI, 48503","-83.676216,43.012753",69569049.0,R,26.0,49.0,2900.0,2001.0,-83.676216,43.012753,Copper,Lead,FLINT,190.0,2016-03-11 12:09:41,7.0,LG22463,826,E 9TH ST,48503
4607,"2332  COVERT RD, FLINT, MI, 48509",Match,Exact,"2332 COVERT RD, FLINT, MI, 48509","-83.625694,43.042088",69570969.0,R,26.0,49.0,11505.0,2000.0,-83.625694,43.042088,Copper,Lead,BURTON,0.0,2016-01-30 12:32:08,2.0,LG06414,2332 ,COVERT RD,48509
